date,ger_hard-coal,ger_gas,ger_oil,ger_other-non-renewables,ger_wind-on-shore,ger_wind-off-shore,ger_solar-pv,ger_other-renewables,ger_failure
2025-01-01 00:00:00,2362.0,43672.0,-0.0,-0.0,1683.392,317.191,-0.0,4466.0,-0.0
2025-01-01 01:00:00,2362.0,43672.0,-0.0,-0.0,1770.464,331.429,-0.0,4466.0,-0.0
2025-01-01 02:00:00,2362.0,43672.0,-0.0,-0.0,1944.608,361.487,-0.0,4466.0,-0.0
2025-01-01 03:00:00,2362.0,43672.0,-0.0,-0.0,2031.68,378.889,-0.0,4466.0,-0.0
2025-01-01 04:00:00,2362.0,43672.0,-0.0,-0.0,2118.752,384.426,-0.0,4466.0,-0.0
2025-01-01 05:00:00,2362.0,43672.0,-0.0,-0.0,2162.288,378.889,-0.0,4466.0,-0.0
2025-01-01 06:00:00,2362.0,43672.0,-0.0,-0.0,2191.312,363.069,-0.0,4466.0,-0.0
2025-01-01 07:00:00,2362.0,43672.0,-0.0,-0.0,2147.776,328.265,-0.0,4466.0,-0.0
2025-01-01 08:00:00,2362.0,43672.0,-0.0,-0.0,2060.704,277.641,199.77,4466.0,-0.0
2025-01-01 09:00:00,2362.0,43672.0,-0.0,-0.0,1915.584,214.361,839.034,4466.0,-0.0
2025-01-01 10:00:00,2362.0,43672.0,-0.0,-0.0,1741.44,225.435,1558.206,4466.0,-0.0
2025-01-01 11:00:00,2362.0,43672.0,-0.0,25.934999999999718,1683.392,170.065,2077.608,4466.0,-0.0
2025-01-01 12:00:00,2362.0,43672.0,-0.0,-0.0,1639.856,125.769,2157.516,4466.0,-0.0
2025-01-01 13:00:00,2362.0,43672.0,-0.0,-0.0,1407.664,102.039,1718.022,4466.0,-0.0
2025-01-01 14:00:00,2362.0,43672.0,-0.0,-0.0,1233.52,80.682,998.85,4466.0,-0.0
2025-01-01 15:00:00,2362.0,43672.0,-0.0,2324.7110000000002,1146.448,64.071,199.77,4466.0,-0.0
2025-01-01 16:00:00,2362.0,43672.0,-0.0,5877.791,1059.376,49.833,-0.0,4466.0,-0.0
2025-01-01 17:00:00,2362.0,43672.0,-0.0,6024.871,943.28,30.849,-0.0,4466.0,-0.0
2025-01-01 18:00:00,2362.0,43672.0,-0.0,4759.298999999999,812.672,15.029,-0.0,4466.0,-0.0
2025-01-01 19:00:00,2362.0,43672.0,-0.0,1526.3049999999998,696.576,7.119,-0.0,4466.0,-0.0
2025-01-01 20:00:00,2362.0,43672.0,-0.0,-0.0,594.992,5.537,-0.0,4466.0,-0.0
2025-01-01 21:00:00,2362.0,43672.0,-0.0,-0.0,507.92,7.119,-0.0,4466.0,-0.0
2025-01-01 22:00:00,2362.0,43672.0,-0.0,-0.0,377.312,2.373,-0.0,4466.0,-0.0
2025-01-01 23:00:00,2362.0,43672.0,-0.0,-0.0,348.288,2.373,-0.0,4466.0,-0.0
2025-01-02 00:00:00,2362.0,43672.0,-0.0,-0.0,348.288,3.164,-0.0,4466.0,-0.0
2025-01-02 01:00:00,2362.0,43672.0,-0.0,-0.0,348.288,3.955,-0.0,4466.0,-0.0
2025-01-02 02:00:00,2362.0,43672.0,-0.0,-0.0,348.288,7.91,-0.0,4466.0,-0.0
2025-01-02 03:00:00,2362.0,43672.0,-0.0,-0.0,377.312,11.074,-0.0,4466.0,-0.0
2025-01-02 04:00:00,2362.0,43672.0,-0.0,-0.0,391.824,15.029,-0.0,4466.0,-0.0
2025-01-02 05:00:00,2362.0,43672.0,-0.0,3007.214,464.384,17.402,-0.0,4466.0,-0.0
2025-01-02 06:00:00,2362.0,43672.0,-0.0,7739.072,536.944,18.984,-0.0,4466.0,-0.0
2025-01-02 07:00:00,2362.0,43672.0,866.0,8239.0,580.48,22.148,-0.0,4466.0,1196.372
2025-01-02 08:00:00,2362.0,43672.0,866.0,8239.0,609.504,24.521,359.586,4466.0,2462.3889999999997
2025-01-02 09:00:00,2362.0,43672.0,866.0,8239.0,609.504,27.685,1638.114,4466.0,2947.697
