date,ita_hard-coal,ita_gas,ita_oil,ita_other-non-renewables,ita_wind-on-shore,ita_wind-off-shore,ita_solar-pv,ita_other-renewables,ita_failure
2025-01-12 17:00:00,1031.8459999999977,43672.0,-0.0,-0.0,362.8,74.354,-0.0,4466.0,-0.0
2025-01-12 18:00:00,-0.0,43577.964,-0.0,-0.0,319.264,72.772,-0.0,4466.0,-0.0
2025-01-12 19:00:00,-0.0,40807.385,-0.0,-0.0,261.216,70.399,-0.0,4466.0,-0.0
2025-01-12 20:00:00,-0.0,38219.667,-0.0,-0.0,217.68,65.653,-0.0,4466.0,-0.0
2025-01-12 21:00:00,-0.0,34223.413,-0.0,-0.0,217.68,60.907,-0.0,4466.0,-0.0
2025-01-12 22:00:00,-0.0,30778.393,-0.0,-0.0,232.192,51.415,-0.0,4466.0,-0.0
2025-01-12 23:00:00,-0.0,27407.650999999998,-0.0,-0.0,217.68,46.669,-0.0,4466.0,-0.0
2025-01-13 00:00:00,-0.0,23848.139,-0.0,-0.0,232.192,46.669,-0.0,4466.0,-0.0
2025-01-13 01:00:00,-0.0,22288.766,-0.0,-0.0,232.192,49.042,-0.0,4466.0,-0.0
2025-01-13 02:00:00,-0.0,21543.114,-0.0,-0.0,217.68,52.206,-0.0,4466.0,-0.0
2025-01-13 03:00:00,-0.0,21112.343999999997,-0.0,-0.0,246.704,56.952,-0.0,4466.0,-0.0
2025-01-13 04:00:00,-0.0,21414.643999999997,-0.0,-0.0,290.24,60.116,-0.0,4466.0,-0.0
2025-01-13 05:00:00,-0.0,24567.947,-0.0,-0.0,275.728,59.325,-0.0,4466.0,-0.0
2025-01-13 06:00:00,-0.0,28962.344999999998,-0.0,-0.0,290.24,51.415,-0.0,4466.0,-0.0
2025-01-13 07:00:00,-0.0,30536.976000000002,-0.0,-0.0,304.752,44.296,1757.976,4466.0,-0.0
2025-01-13 08:00:00,-0.0,26936.095,-0.0,-0.0,304.752,40.341,7111.812,4466.0,-0.0
2025-01-13 09:00:00,-0.0,21328.329,-0.0,-0.0,290.24,34.013,12665.418,4466.0,-0.0
2025-01-13 10:00:00,-0.0,16603.585,-0.0,-0.0,145.12,32.431,16620.864,4466.0,-0.0
2025-01-13 11:00:00,-0.0,12801.400999999998,-0.0,-0.0,145.12,27.685,18418.794,4466.0,-0.0
2025-01-13 12:00:00,-0.0,11239.358,-0.0,-0.0,203.168,25.312,18099.162,4466.0,-0.0
2025-01-13 13:00:00,-0.0,13210.661000000002,-0.0,-0.0,275.728,26.103,16061.508,4466.0,-0.0
2025-01-13 14:00:00,-0.0,17727.059999999998,-0.0,-0.0,348.288,33.222,11786.43,4466.0,-0.0
2025-01-13 15:00:00,-0.0,25397.105999999996,-0.0,-0.0,522.432,41.132,5793.33,4466.0,-0.0
2025-01-13 16:00:00,-0.0,34955.145,-0.0,-0.0,798.16,49.833,119.862,4466.0,-0.0
2025-01-13 17:00:00,-0.0,36407.539000000004,-0.0,-0.0,769.136,59.325,-0.0,4466.0,-0.0
2025-01-13 18:00:00,-0.0,35839.583,-0.0,-0.0,725.6,68.817,-0.0,4466.0,-0.0
2025-01-13 19:00:00,-0.0,33402.601,-0.0,-0.0,812.672,76.727,-0.0,4466.0,-0.0
2025-01-13 20:00:00,-0.0,31190.734,-0.0,-0.0,914.256,87.01,-0.0,4466.0,-0.0
2025-01-13 21:00:00,-0.0,27914.749,-0.0,-0.0,1059.376,98.875,-0.0,4466.0,-0.0
2025-01-13 22:00:00,-0.0,25129.32,-0.0,-0.0,1146.448,120.232,-0.0,4466.0,-0.0
2025-01-13 23:00:00,-0.0,22099.356,-0.0,-0.0,1131.936,148.708,-0.0,4466.0,-0.0
2025-01-14 00:00:00,-0.0,19791.652,-0.0,-0.0,1189.984,161.364,-0.0,4466.0,-0.0
2025-01-14 01:00:00,-0.0,18061.435999999998,-0.0,-0.0,1262.544,174.02,-0.0,4466.0,-0.0
2025-01-14 02:00:00,-0.0,17244.592,-0.0,-0.0,1291.568,189.84,-0.0,4466.0,-0.0
2025-01-14 03:00:00,-0.0,16891.517,-0.0,-0.0,1248.032,206.451,-0.0,4466.0,-0.0
2025-01-14 04:00:00,-0.0,16472.516,-0.0,-0.0,1204.496,211.988,-0.0,4466.0,-0.0
2025-01-14 05:00:00,-0.0,18144.818,-0.0,-0.0,1146.448,216.734,-0.0,4466.0,-0.0
2025-01-14 06:00:00,-0.0,21080.493,-0.0,-0.0,1088.4,219.107,-0.0,4466.0,-0.0
2025-01-14 07:00:00,-0.0,22069.141,-0.0,-0.0,1073.888,222.271,1997.7,4466.0,-0.0
2025-01-14 08:00:00,-0.0,19264.466999999997,-0.0,-0.0,957.792,225.435,7551.306,4466.0,-0.0
2025-01-14 09:00:00,-0.0,14679.187,-0.0,-0.0,841.696,225.435,13304.682,4466.0,-0.0
2025-01-14 10:00:00,-0.0,11070.252999999999,-0.0,-0.0,798.16,220.689,17459.898,4466.0,-0.0
2025-01-14 11:00:00,-0.0,7206.575000000001,-0.0,-0.0,725.6,212.779,19937.046,4466.0,-0.0
2025-01-14 12:00:00,-0.0,4995.758000000002,-0.0,-0.0,740.112,210.406,20216.724,4466.0,-0.0
2025-01-14 13:00:00,-0.0,7117.996,-0.0,-0.0,754.624,211.988,17899.392,4466.0,-0.0
2025-01-14 14:00:00,-0.0,12172.011,-0.0,-0.0,711.088,215.943,13064.958,4466.0,-0.0
2025-01-14 15:00:00,-0.0,20407.303,-0.0,-0.0,711.088,219.107,6512.502,4466.0,-0.0
2025-01-14 16:00:00,-0.0,30800.799000000003,-0.0,-0.0,841.696,220.689,159.816,4466.0,-0.0
2025-01-14 17:00:00,-0.0,32645.916,-0.0,-0.0,928.768,218.316,-0.0,4466.0,-0.0
2025-01-14 18:00:00,-0.0,33169.082,-0.0,-0.0,827.184,216.734,-0.0,4466.0,-0.0
2025-01-14 19:00:00,-0.0,32174.39,-0.0,-0.0,653.04,213.57,-0.0,4466.0,-0.0
2025-01-14 20:00:00,-0.0,30872.814000000002,-0.0,-0.0,536.944,207.242,-0.0,4466.0,-0.0
2025-01-14 21:00:00,-0.0,27675.957000000002,-0.0,-0.0,507.92,200.123,-0.0,4466.0,-0.0
2025-01-14 22:00:00,-0.0,24722.361,-0.0,-0.0,406.336,184.303,-0.0,4466.0,-0.0
2025-01-14 23:00:00,-0.0,21783.362,-0.0,-0.0,449.872,178.766,-0.0,4466.0,-0.0
